,name,review,preprocessed_review
109,베스트인 시티 부산역,더넓은방으로 업그레이드 해주셔서 더 넉넉하게 지내고 온거같애요 다만족합니당 ,더 넓은 방으로 업그레이드해주셔서 더 넉넉하게 지내고 온 거 같아요 다 만족합니다
110,베스트인 시티 부산역,부산역도 가깝고 초량역이 바로 앞에있으며 호텔 입구 바로 앞에 버스정류장이 있어서 교통수단이 매우 편리했습니다 청결도도 매우 우수했습니다,부산역도 가깝고 초량역이 바로 앞에 있으며 호텔 입구 바로 앞에 버스정류장이 있어서 교통수단이 매우 편리했습니다 청결도 도 매우 우수했습니다
111,베스트인 시티 부산역,트윈베드인지 더블베드인지 확인을 잘 안하고 예약하는 바람에  변경하려 했었는데 이미 다른 방은 다 예약이 되어있는 상태라서 슬펐어요,트윈베드인지 더블베드인지 확인을 잘 안 하고 예약하는 바람에  변경하려 했었는데 이미 다른 방은 다 예약이 되어있는 상태라서 슬펐어요
112,베스트인 시티 부산역,교통도좋고 방도좋고 깨끗하고좋은데방음이 안되서 슬펏어요 방문닫히는소리 다들려서 아침에 깼어요,교통도 좋고 방도 좋고 깨끗하고 좋은데 방음이 안돼서 슬펐어요 방문 닫히는 소리 다 들려서 아침에 깼어요
113,베스트인 시티 부산역,깔끔하고 단점은 없습니다 조식 못 먹은게 아쉽네요,깔끔하고 단점은 없습니다 조식 못 먹은 게 아쉽네요
114,베스트인 시티 부산역,아주 깨끗합니다 주차타워이용가능 직원분들 친절합니다,아주 깨끗합니다 주차타워 이용 가능 직원분들 친절합니다
115,베스트인 시티 부산역,부산역 초량역에서 너무 가까웠다 도보5분이면 숙소 도착할 정도였다 직원분들은 너무 친절하셨고 시설도 깨끗하고 넓어서 좋았다 단점이라고 할건 굳이 없었던가 같고 다음에 부산에 가게 된다면 또 예약하고 싶다,부산역 초량역에서 너무 가까웠다 도보 5분이면 숙소 도착할 정도였다 직원분들은 너무 친절하셨고 시설도 깨끗하고 넓어서 좋았다 단점이라고 할 건 굳이 없었던가 같고 다음에 부산에 가게 된다면 또 예약하고 싶다
116,베스트인 시티 부산역,부산여객터미널과 가까워서 좋았어요다만 부산역이 아니라 초량역과 더 가깝구요초량역 3번 출구로 나오시면 바로 앞에 있어서 교통편은 최고입니다 방도 깨끗했고 대체적으로 만족했어요 다만 방음이 좀 안되더라구요 그래도 친구랑 둘이서 잘 쉬다갑니다,부산여객터미널과 가까워서 좋았어요 다만 부산역이 아니라 초량역과 더 가깝고요 초량역 3번 출구로 나오시면 바로 앞에 있어서 교통 편은 최고입니다 방도 깨끗했고 대체적으로 만족했어요 다만 방음이 좀 안되더라고요 그래도 친구랑 둘이서 잘 쉬다 갑니다
117,베스트인 시티 부산역,방두개 예약했는데 둘다 좋음 추천추천,방 두 개 예약했는데 둘 다 좋음 추천 추천
118,베스트인 시티 부산역,평에 청소가 미흡하다고 해서 걱정했는데 깨끗해서 딸이랑 여행중에 편히 쉬다갑니다,평에 청소가 미흡하다고 해서 걱정했는데 깨끗해서 딸이랑 여행 중에 편히 쉬다 갑니다
119,베스트인 시티 부산역,거리도 가까운데 무엇보다 깔끔해서 너무 좋았어요,거리도 가까운데 무엇보다 깔끔해서 너무 좋았어요
120,베스트인 시티 부산역,최악입니다 옆호실 윗층 사람말소리 물내리는소리다들리고바닥청소도 안되어있고한마디로 돈아깝습니다,최악입니다 옆호실 위층 사람 말소리 물 내리는 소리 다 들리고 바닥청소도 안 되어있고 한마디로 돈 아깝습니다
121,베스트인 시티 부산역,바닥난방이 안 되었던 것만 빼면 좋았습니다,바닥난방이 안 되었던 것만 빼면 좋았습니다
122,베스트인 시티 부산역,조용하고 매우 깔끔합니다 PC는 없으니 참고하세요,조용하고 매우 깔끔합니다 PC는 없으니 참고하세요
123,베스트인 시티 부산역,깔끔하고 괜찮긴한데 사진상으론 방이크게작다라는걸 못 느꼈는데방이 너무작아요스탠다드더블인데도 2명이 쓰기엔 좁습니다그거말고는 다괜찮은것같아요,깔끔하고 괜찮긴 한데 사진상으론 방이 크게 작다는 걸 못 느꼈는데 방이 너무 작아요 스탠더드 더블인데도 2명이 쓰기엔 좁습니다 그거 말고는 다 괜찮은 것 같아요
124,베스트인 시티 부산역,지하철이랑 가깝고 깨끗해서 좋았습니당,지하철이랑 가깝고 깨끗해서 좋았습니다
125,베스트인 시티 부산역,샤워기나 물트는곳에 머리카락이 껴잇었는데 그거빼고는 만점이요,샤워기나 물 트는 곳에 머리카락이 껴있었는데 그거 빼고는 만점이요
126,베스트인 시티 부산역,부산항에서 배타고 여행가려고 숙소를 잡았습니다 위치는 부산항과 가까웠구요 저랑 제친구가 묵었던 방은 비품도 다 있고 좋았는데 친구가 드라이기에 먼지가 끼여있었다고 하더라구요그리고 옆옆방에 남차친구가 혼자 묵었는데 칫솔치약같은 비품이 하나도 없어서 저희방 비품을 나눠줬습니다사소한것 한가지씩 아쉬웠지만 할인가로 저렴하게 잘 이용했어요 완전 근처에 초량시장도 있어서 음식점도 많아요,부산항에서 배 타고 여행 가려고 숙소를 잡았습니다 위치는 부산항과 가까웠고요 저랑 제 친구가 묵었던 방은 비품도 다 있고 좋았는데 친구가 드라이기에 먼지가 끼여있었다고 하더라고요 그리고 옆 옆방에 남자친구가 혼자 묵었는데 칫솔치약 같은 비품이 하나도 없어서 저희 방 비품을 나눠줬습니다 사소한 것 한 가지씩 아쉬웠지만 할인가로 저렴하게 잘 이용했어요 완전 근처에 초량시장도 있어서 음식점도 많아요
127,베스트인 시티 부산역,위치도 괜챦고 가격대비 청결하고 좋아요,위치도 괜찮고  구성비  청결하고 좋아요
128,베스트인 시티 부산역,다른건 다좋았습니다다만 욕실 배수구에 머리카락은 기분이 좋은건 아니더라구요그래도 잘쉬었네요,다른 건 다 좋았습니다 다만 욕실 배수구에 머리카락은 기분이 좋은 건 아니더라고요 그래도 잘 쉬었네요
129,베스트인 시티 부산역,부산여행중 앱보고 방문했어요으하사진보다 좀 좁은감있었지만편히쉬기엔 좋았답니다근데 내부 인테리어좀 정비해야겠어요노후화된건가 부식되있던뎅에어컨 냄새도 조곰 나는편이었답니다잘쉬었다가요아 역근처고 버스정류장 근처라 이동하기편했어요더보기,부산 여행 중 앱 보고 방문했어요 으 하사 진보다 좀 좁은 감 있었지만 편히 쉬기엔 좋았답니다 근데 내부 인테리어 좀 정비해야겠어요 노후화된 건가 부식돼있던데 에어컨 냄새도 조금 나는 편이었답니다 잘 쉬었다가 요 아 역 근처고 버스정류장 근처라 이동하기 편했어요 
130,베스트인 시티 부산역,교통 접근성이 정말 좋았어요 초량역 바로옆에있어서 부산역이서 내리자마자 5분도안걸어서 바로옆에 초량역이있는데 바로앞에 초량역있고 호텔 문 나오자마자 바로앞에 버스정류장있고 정말 엄청 편하게 부산여행했습니다 침대도 2개라 같이여행간 친구랑 편하기 지낼수있었고 화장실도 넓고 깨끗하고 다좋았습니다 금고도 있고 옷장이랑 있을거다있더라구요단 객실이 왜이리 어두운지 불을다켜도 너무어두워서 화장하기힘들었습니다  블라인드걷어서 햇빛쫌 들어오면 한낯엔 괜찮았어요 그리고 조식도 78천원이면 뷔페먹을수있지만 뷔페는안가봐서 모르겠고 호텔로비에 마사지샵이랑 고로케판매하는 카페 연결되어있구 호텔바로앞에 편의점이랑 식당가에요  다음에 또올거에요 정말좋아요더보기,교통 접근성이 정말 좋았어요 초량역 바로 옆에 있어서 부산역이 서 내리자마자 5분도 안 걸어서 바로 옆에 초량역이 있는데 바로 앞에 초량역 있고 호텔 문 나오자마자 바로 앞에 버스정류장 있고 정말 엄청 편하게 부산 여행했습니다 침대도 2개라 같이 여행 간 친구랑 편하기 지낼 수 있었고 화장실도 넓고 깨끗하고 다 좋았습니다 금고도 있고 옷장이랑 있을 거 다 있더라고요 단 객실이 왜 이리 어두운지 불을 다 켜도 너무 어두워서 화장하기 힘들었습니다  블라인드 걷어서 햇빛 좀 들어오면 한낮엔 괜찮았어요 그리고 조식도 78천 원이면 뷔페 먹을 수 있지만 뷔페는 안 가봐서 모르겠고 호텔 로비에 마사지숍이랑 크로켓 판매하는 카페 연결되어 있고 호텔 바로 앞에 편의점이랑 식당가에요  다음에 또 올 거예요 정말 좋아요 
131,베스트인 시티 부산역,초량역 바로 앞이라서 위치가 정말 좋아요 부산역도 도보로 이용 가능하고 근데 중국인들이 좀 많더라구요  방음도 아주 살짝 별로고 가격대비 좋아요,초량역 바로 앞이라서 위치가 정말 좋아요 부산역도 도보로 이용 가능하고 근데 중국인들이 좀 많더라고요  방음도 아주 살짝 별로고  구성비  좋아요
132,베스트인 시티 부산역,사진보다 방이 좁았지만 접근성 좋고 가격대비 괜칞아요,사진보다 방이 좁았지만 접근성 좋고  구성비  괜칞아요
133,베스트인 시티 부산역,교통은 초량역 바로 앞이라서 좋았어요 방도 깨끗했고 조용했구요 침실이 약간 좁은 감이 있었지만 둘이 쉬다 가기에 알맞았습니단_,교통은 초량역 바로 앞이라서 좋았어요 방도 깨끗했고 조용했고요 침실이 약간 좁은 감이 있었지만 둘이 쉬다 가기에 알맞았습니다_
134,베스트인 시티 부산역,서울에서 늦은밤에 도착했는데 직원분께서 친절하게 안내해주셨어요 그리고 숙소의 위치도 청결도 상태도 맘에 들어요 울 어머니께서 숙소 지저분하면 질색을  하시는데  좋은숙소를 잡았다고 좋아하시니 저도 기분좋네요감사합니다,서울에서 늦은 밤에 도착했는데 직원분께서 친절하게 안내해주셨어요 그리고 숙소의 위치도 청결도 상태도 맘에 들어요 울 어머니께서 숙소 지저분하면 질색을  하시는데  좋은 숙소를 잡았다고 좋아하시니 저도 기분 좋네요 감사합니다
135,베스트인 시티 부산역,욕조 없다고 말씀드리니 방도 바꿔주시고 감사합니다,욕조 없다고 말씀드리니 방도 바꿔주시고 감사합니다
136,베스트인 시티 부산역,깨끗하고 위치좋고 부산역에서 조금 걸을가치있는숙소네요,깨끗하고 위치 좋고 부산역에서 조금 걸을 가치 있는 숙소네요
137,베스트인 시티 부산역,특가라서 숙박을 해결하게 되었는데 호텔임에도 창틀 난간쪽에 머리카락과 먼지가 너무 많았고 수건도 2인실인데 3개만 있어서 부족했다,특가라서 숙박을 해결하게 되었는데 호텔임에도 창틀 난간 쪽에 머리카락과 먼지가 너무 많았고 수건도 2인실인데 3개만 있어서 부족했다
138,베스트인 시티 부산역,인터넷에서 본거랑 욕실이 달라서 2만원 더주고 비지니스에서 디럭스로 바꿨네요 나름 만족하지만 추가 결제한금액이 조금 아쉬워요,인터넷에서 본 거랑 욕실이 달라서 2만 원 더 주고 비즈니스에서 디럭스로 바꿨네요 나름 만족하지만 추가 결제한 금액이 조금 아쉬워요
139,베스트인 시티 부산역,에어컨 별로 안시원함비품별로 없음침대는 폭신하고 좋아서 잠 잘옴,에어컨 별로 안 시원함 비품별로 없음 침대는 폭신하고 좋아서 잠 잘 옴
140,베스트인 시티 부산역,주차장 아주 빡샘 그래도 주차 도우미 아저씨매우매우 친절함깨긋한 실내잠이 매우잘옴,주차장 아주 빡셈 그래도 주차 도우미 아저씨 매우 매우 친절함 깨끗한 실내 잠이 매우잘 옴
141,베스트인 시티 부산역,호텔이라고 할만큼 생각이 들지않음  교통외는 특별한건 없음,호텔이라고 할 만큼 생각이 들지 않음  교통 외는 특별한 건 없음
142,베스트인 시티 부산역,친절하다고 올리신분들이 많아서 기대아닌 기대를 했나요 왜이렇게 불친절하고 땍땍거리는지 여기서 자는 사람들이 뭐 물어보면 그렇게 귀찮나다시는 안 오리다 마음 먹음,친절하다고 올리신 분들이 많아서 기대 아닌 기대를 했나요 왜 이렇게 불친절하고 땍땍거리는지 여기서 자는 사람들이 뭐 물어보면 그렇게 귀찮나 다시는 안 오리다 마음먹음
143,베스트인 시티 부산역,그냥 막 별 다섯개주는게 아니라 방분위기도 좋고 시설도 깨끗하고 직원분도 친절하세요  초량역에서 30초거리 부산역에서 7분거리에요 재이용의사있어요,그냥 막 별 다섯 개 주는 게 아니라 방 분위기도 좋고 시설도 깨끗하고 직원분도 친절하세요  초량역에서 30초 거리 부산역에서 7분 거리에요 재이용 의사 있어요
144,베스트인 시티 부산역,이곳은 완벽한 호텔이에요 건물 외부부터 아름답고 내부로 들어서면 호텔로비처럼 있고 직원분들도 너무 친절하시고 저는 친구와 2층침대가 있는데 비즈니스룸에 묵었어요 드라이기도있고 냉장고 샴푸린스바디워시 등 있을거 다있고 수건도 많고 원하면 더 챙겨주셨어요 아 초량역이던가 역이랑도 완전 가까워서 너무 편했어요 아쉬운점은 청소 깨끗하게 하신듯한데 침대에 받침대라해야하나 그 부분은 먼지가 좀 있었어요 2층에도 그렇구 침대받침대부분도 좀더 신경써주셨음 좋겠어요 일단 다시 가고싶은 곳입니다아 막 역근처라 시끄럽다고 하신분들도 있었는데 저희는 창문만 닫으면 소리가싹 사라져서 좋았어요 잠도 잘잤어요더보기,이곳은 완벽한 호텔이에요 건물 외부부터 아름답고 내부로 들어서면 호텔 로비처럼 있고 직원분들도 너무 친절하시고 저는 친구와 2층 침대가 있는데 비즈니스룸에 묵었어요 드라이기도 있고 냉장고 샴푸린스 보디워시 등 있을 거 다 있고 수건도 많고 원하면 더 챙겨주셨어요 아 초량역이던가 역이랑도 정말 가까워서 너무 편했어요 아쉬운 점은 청소 깨끗하게 하신듯한데 침대에 받침대라 해야 하나 그 부분은 먼지가 좀 있었어요 2층에도 그렇고 침대 받침 대부분도 좀 더 신경 써주셨으면 좋겠어요 일단 다시 가고 싶은 곳입니다아 막 역 근처라 시끄럽다고 하신 분들도 있었는데 저희는 창문만 닫으면 소리가 싹 사라져서 좋았어요 잠도 잘 잤어요 
145,베스트인 시티 부산역,부산역에서 아주 가깝고 바로 앞에 버스정류장도 있어요 룸도 업그레이드 해주시고 좋았어요,부산역에서 아주 가깝고 바로 앞에 버스정류장도 있어요 룸도 업그레이드해주시고 좋았어요
146,베스트인 시티 부산역,부산역과의 접근성이 너무 좋습니다 안에 모기있는거랑 302호앞에 린넨실에서 오전에 청소아주머니들 떠드는소리때문에 편하게 잠은 못잤네요,부산역과의 접근성이 너무 좋습니다 안에 모기 있는 거랑 302호 앞에 리넨실에서 오전에 청소 아주머니들 떠드는 소리 때문에 편하게 잠은 못 잤네요
147,베스트인 시티 부산역,역이랑 가까워서 걸어서도 충분히 갈수있었고근처에 편의점도 있어서 좋았어요친절하셔서 좋앗고 체크아웃 후에 짐보관을해주셔서 너무 좋앗어요,역이랑 가까워서 걸어서도 충분히 갈 수 있었고 근처에 편의점도 있어서 좋았어요 친절하셔서 좋았고 체크아웃 후에 짐 보관을 해주셔서 너무 좋았어요
148,베스트인 시티 부산역,간만에 들른 베스트인 시티호텔역시 만족스럽네요 조식도 괜찮고요잘 머물고갑니다,오래간만에 들른 베스트 인 시티 호텔 역시 만족스럽네요 조식도 괜찮고요 잘 머물고 갑니다
149,베스트인 시티 부산역,부산항에 가려고 하루 숙박했는데주차시설도좋고 숙소도 맘에 들고나름 괜찮았어요 방은 작지만 화장실은 컸어요 생각보다 대신 욕조가없어서 아쉬웠네요,부산항에 가려고 하루 숙박했는데 주차시설도 좋고 숙소도 맘에 들고 나름 괜찮았어요 방은 작지만 화장실은 컸어요 생각보다 대신 욕조가 없어서 아쉬웠네요
150,베스트인 시티 부산역,아주좋았어요조식은 아직 안먹었지만 기대됩니다,아주 좋았어요 조식은 아직 안 먹었지만 기대됩니다
151,베스트인 시티 부산역,주차장은 기계식이라 좀 불편하긴 한데 방자체는 넓고 큽니다,주차장은 기계식이라 좀 불편하긴 한데 빵 자체는 넓고 큽니다
152,베스트인 시티 부산역,깔끔하고 가격도 싸게 이용해서 좋았습니다,깔끔하고 가격도 싸게 이용해서 좋았습니다
153,베스트인 시티 부산역,비지니스 트윈 이용했는데요2층으로 가는 계단이 비스듬히 있는게 아니고 일직선으로 되있어서 오르내리기 엄청 힘들었구요화장실은 되게 좋게 되어있는데 문은 그냥 물튀김방지용으로 있는 겁니다 안잠기는 문이고 위에는 아예 뚫려있어요그리고 방음이 좋지 않아요 발걸음 소리까지 다 들립니다그냥 잠만 잘 수 있음 되지 라는 마음이면 만족 할정도가격대비 무난해요더보기,비즈니스 트윈 이용했는데요 2층으로 가는 계단이 비스듬히 있는 게 아니고 일직선으로 돼있어서 오르내리기 엄청 힘들었고요 화장실은 되게 좋게 되어있는데 문은 그냥 물 튀김 방지용으로 있는 겁니다 안 잠기는 분이고 위에는 아예 뚫려있어요 그리고 방음이 좋지 않아요 발걸음 소리까지 다 들립니다 그냥 잠만 잘 수 있으면 되지라는 마음이면 만족할 정도  구성비  무난해요 
154,베스트인 시티 부산역,부산여행때문에 부산역근처 숙소 알아보다가 후기가 깔끔하단평이 많아서 예약했는데 역에서 도보 510분밖에 안걸려서 찾기도 쉬웠고,부산 여행 때문에 부산역 근처 숙소 알아보다가 후기가 깔끔 하단 평이 많아서 예약했는데 역에서 도보 510분밖에 안 걸려서 찾기도 쉬웠고
155,베스트인 시티 부산역,지하철쪽으로 창나있는 방이었는데 차소리가 너무 시끄러워서 자기가 힘들었어요 방과방사이소음은 차단되는거같은데 창문 방음 하나도 안되요,지하철 쪽으로 창 나있는 방이었는데 차소리가 너무 시끄러워서 자기가 힘들었어요 방과 방 사이 소음은 차단되는 거 같은데 창문 방음 하나도 안돼요
156,베스트인 시티 부산역,부산역에서 도보 15분정도캐리어가 있어서 버스타기가 애매해서 걸었는데그리멀진않은데가깝다고 느껴지지도않는정도바로앞이도로고 버스정류장이있어서 이동은 편하지만밤에 좀 시끄러워요더보기,부산역에서 도보 15분 정도 캐리어가 있어서 버스 타기가 애매해서 걸었는데 그리 멀진 않은데 가깝다고 느껴지지도 않는 정도 바로 앞이 도로 고 버스정류장이 있어서 이동은 편하지만 밤에 좀 시끄러워요 
157,베스트인 시티 부산역,부산국제여객선가야해서옴친절도고객보고먼저인사도없음객실청결그저그럼사진보고좋을것같앗는데실망함더보기,부산 국제여객선 가야 해서 옴친 절도 고객 보고 먼저 인사도 없음 객실 청결 그저 그럼 사진 보고 좋을 것 같았는데 실망한 
158,베스트인 시티 부산역,숙소는 편안했구 프론트 직원분들도 너무 친절하셨어용 넓은 침대가 가장 마음에 들었답니다다만 아쉬운건 환기가 잘 안되어 있는 것 같다는 점 그것빼고는 모두 좋았습니다버스 정류장도 가까웠구요번창하세요,숙소는 편안했고 프런트 직원분들도 너무 친절하셨어요 넓은 침대가 가장 마음에 들었답니다 다만 아쉬운 건 환기가 잘 안되어 있는 것 같다는 점 그것 빼고는 모두 좋았습니다 버스 정류장도 가까웠고요 번창하세요
159,베스트인 시티 부산역,지하철역 바로 앞에 있어서 접근성이 좋았어요호텔인데 침대복층이 신기했고 아쉬운점은 형광등이 조금 어두웠던거같아요,지하철역 바로 앞에 있어서 접근성이 좋았어요 호텔인데 침대 복층이 신기했고 아쉬운 점은 형광등이 조금 어두웠던 거 같아요
160,베스트인 시티 부산역,이곳은  위치가  부산역에서  떨어져  있긴  하지만  다시  찾고 싶을만큼  좋았습니다  화재  예방 시설도  잘되있고  청결했으며  직원들도  친절하고   너무  만족스럽습니다  그리고  가격도  저렴해서  좋았습니다   앞으로  이런곳이  많이  생겼음  좋겠습니다   화장실도  청결했습니다,이곳은  위치가  부산역에서  떨어져  있긴  하지만  다시  찾고 싶을 만큼  좋았습니다  화재  예방 시설도  잘 돼있고  청결했으며  직원들도  친절하고   너무  만족스럽습니다  그리고  가격도  저렴해서  좋았습니다   앞으로  이런 곳이  많이  생겼으면 좋겠습니다   화장실도  청결했습니다
161,베스트인 시티 부산역,진짜 깔끔하고 방도 업그레이드 해주셔서 부산여행동안 좋은 추억 만들었습니다,진짜 깔끔하고 방도 업그레이드해주셔서 부산 여행 동안 좋은 추억 만들었습니다
162,베스트인 시티 부산역,너무 좋았어요  스파도 있고편안하게 쉬었습니다,너무 좋았어요  스파도 있고 편안하게 쉬었습니다
163,베스트인 시티 부산역,부산역에서 10분정도 걸었던것 같습니다스킨 로숀은 없나봐요 제방은 없었네요,부산역에서 10분 정도 걸었던 것 같습니다 스킨 로션은 없나 봐요 제방은 없었네요
164,베스트인 시티 부산역,초량역 나오자마자 바로보여서 너무좋았어요,초량역 나오자마자 바로 보여서 너무 좋았어요
165,베스트인 시티 부산역,걱정하고 갔는데 정말 쾌적하고 서비스도 좋고 품질도 매우 좋습니다 아주 추천합니다,걱정하고 갔는데 정말 쾌적하고 서비스도 좋고 품질도 매우 좋습니다 아주 추천합니다
166,베스트인 시티 부산역,좋았습니다 다만 침대사이 먼지가 많아요 ,좋았습니다 다만 침대 사이 먼지가 많아요 
167,베스트인 시티 부산역,최근 가본곳중 최고 너무빨리나와 아쉬웠음 재방의사 100,최근 가본 곳 중 최고 너무 빨리 나와 아쉬웠음 재방의 사 100
168,베스트인 시티 부산역,초량역 3번 출구에서 나오면 바로 있어요역이랑 가깝고 찾기가 쉬워서 좋았어요 입실하니까 따끈따끈퇴실할 때까지 방이 따뜻했습니다 침대가 넓어서 좋았어요 대신 침대 옆에 바로 화장실이 있어요 침대랑 화장실 문 사이의 간격이 넓은 편이 아니예요그리고 화장실이 넓었어요 테이블이 있어서 편했구요옷걸이도 4개여서 편했어요비품은 방에 있었어요음 문 밖 복도의 소리가 잘 들리더라구요요금을 내고 조식부페스타일 이용이가능하다고 되어 있었어요더보기,초량역 3번 출구에서 나오면 바로 있어 요역이랑 가깝고 찾기가 쉬워서 좋았어요 입실하니까 따끈따끈 퇴실할 때까지 방이 따뜻했습니다 침대가 넓어서 좋았어요 대신 침대 옆에 바로 화장실이 있어요 침대랑 화장실 문 사이의 간격이 넓은 편이 아니에요 그리고 화장실이 넓었어요 테이블이 있어서 편했고요 옷걸이도 4개여서 편했어요 비품은 방에 있었어요 음 문 밖 복도의 소리가 잘 들리더라고 요 요금을 내고 조식 뷔페 스타일 이용이 가능하다고 되어 있었어요 
169,베스트인 시티 부산역,지하철도 가깝고 주변도 조용하고 방이 따뜻하고 아늑햇어요,지하철도 가깝고 주변도 조용하고 방이 따뜻하고 아늑했어요
170,베스트인 시티 부산역,믿고 칫솔치약 놓고왔는데 샴푸린스통도 되게작고 치약이없음 심지어 12월인데 밤에 자꾸 간지러워서 깼었는데 알고보니 모기물린거임 턱에 2번 손에 1번 물림거기다가 알람 맞춰놓고 잤는데 새벽기차 타고와서 알람을 못 듣고 자고있었는데 갑자기 누가 문열음 11시에 아무리 12시 퇴실이라지만 사람있는데 막 문열고 그러는건 아닌듯조식은 못 먹었지만 별로인듯더보기,믿고 칫솔치약 놓고 왔는데 샴푸린스 통도 되게 작고 치약이 없음 심지어 12월인데 밤에 자꾸 간지러워서 깼었는데 알고 보니 모기 물린 거임 턱에 2번 손에 1번 물림 거기다가 알람 맞춰놓고 잤는데 새벽기차 타고 와서 알람을 못 듣고 자고 있었는데 갑자기 누가 문 엶 11시에 아무리 12시 퇴실이라지만 사람 있는데 막 문 열고 그러는 건 아닌 듯 조식은 못 먹었지만 별로인 듯 
171,베스트인 시티 부산역,세면대 온수가 안나오는줄 알았는데 나중에 알고봤더니 냉수온수 표시가 반대로 되있더라구요그리고 방음이 너무안되요윗층소리 그대로 다들려서 겨우 잤습니다,세면대 온수가 안 나오는 줄 알았는데 나중에 알고 봤더니 냉수 온수 표시가 반대로 돼있더라고요 그리고 방음이 너무 안돼요 위층 소리 그대로 다 들려서 겨우 잤습니다
172,베스트인 시티 부산역,난방 잘되고 어메니티 데스크 친절도 좋습니다,난방 잘되고 어메니티 데스크 친절도 좋습니다
173,베스트인 시티 부산역,역에서도 가깝고 직원분들도 친절하고 객실도 너무 넓고 깨끗해서 좋은데요화장실 락스냄새가 너무 강한게 단점이구요로비에 물이 좀 떨어져서 따로 막아놓지 않아서 좋지 않더라구요그게 단점이였습니다매우 만족이여더보기,역에서도 가깝고 직원분들도 친절하고 객실도 너무 넓고 깨끗해서 좋은데요 화장실 락스 냄새가 너무 강한 게 단점이고요 로비에 물이 좀 떨어져서 따로 막아놓지 않아서 좋지 않더라고요 그게 단점이었습니다 매우 만족이여 
174,베스트인 시티 부산역,정말 위치도 역 1분거리 버스 1분거리에 방음 잘되있고 시설물 다 있네요 착한가격 굿,정말 위치도 역 1분 거리 버스 1분 거리에 방음 잘 돼있고 시설물 다 있네요 착한 가격 굿
175,베스트인 시티 부산역,정말 위치도 역 1분거리 버스 1분거리에 방음 잘되있고 시설물 다 있네요 착한가격 굿,정말 위치도 역 1분 거리 버스 1분 거리에 방음 잘 돼있고 시설물 다 있네요 착한 가격 굿
176,베스트인 시티 부산역,연박으로 이용했는데 하루하루의 기억이 너무 좋습니다 친절한 서비스 깔끔한 객실 다음에도 재 이용할 생각입니다,연박으로 이용했는데 하루하루의 기억이 너무 좋습니다 친절한 서비스 깔끔한 객실 다음에도 재 이용할 생각입니다
177,베스트인 시티 부산역,깨끗하고 좋습니다 부산역 근처 숙박시 항상 이용합니다,깨끗하고 좋습니다 부산역 근처 숙박 시 항상 이용합니다
178,베스트인 시티 부산역,초량역에서 정말 가깝습니다그리고 타이마사지도 시원하게 잘 받았습니다 다만 밤에 예약이 몰려있어 이용하실 거면 미리 말씀드려야 합니다 직원분들 서비스도 괜찮았고요다만 객실 내 창틀이나 구석진 곳에 먼지가 쌓여있었고 세면대 배수구쪽이 녹이 슬어있어서 조금 아쉬웠습니다그리고 저희 일행은 계속 돌아다녔는데 모기는 어디서 들어온 건지 모기때문에 밤잠은 조금 설쳤네요더보기,초량역에서 정말 가깝습니다 그리고 타이마사지도 시원하게 잘 받았습니다 다만 밤에 예약이 몰려있어 이용하실 거면 미리 말씀드려야 합니다 직원분들 서비스도 괜찮았고요 다만 객실 내 창틀이나 구석진 곳에 먼지가 쌓여있었고 세면대 배수구 쪽이 녹이 슬어있어서 조금 아쉬웠습니다 그리고 저희 일행은 계속 돌아다녔는데 모기는 어디서 들어온 건지 모기 때문에 밤잠은 조금 설쳤네요 
179,베스트인 시티 부산역,이런일이 처음이고 사진첨부하고싶은데 충격적이라 사진첩에 두기도 싫네요 객실 들어갔는데 욕조엔 여자 속옷 놓여져있었고 방 바꿔서 다른 객실 갔는데 치우지않은 맥주와 과자껍질이 놓여져있더라고요 쉬러간건데 기분만 너무 상했어요 직원분께서 확인하시고 깔끔한곳으로 다시 방 바꿔드렸지만요 청소하시는 분이 왜그러셨는지 침대만큼은 깔끔하게 정리 되어있던데 이젠 이불도 새걸로 바꾸는지안바꾸는지도 의심부터 들것같네요 앞으론 신경 좀 쓰셔야겠어요 말한마디로 충격적이고 소름돋았어요 다른 분들께서도 냄새로도 클레임 많이 쓰시는것같은데 냄새도 같이 신경써주셨으면 좋겠습니다  이런글 남기는것도 죄송드리지만 고칠거는 고쳐졌으면하는 마음입니다 더보기,이런 일이 처음이고 사진 첨부하고 싶은데 충격적이라 사진첩에 두기도 싫네요 객실 들어갔는데 욕조엔 여자 속옷 놓여있었고 방 바꿔서 다른 객실 갔는데 치우지 않은 맥주와 과자 껍질이 놓여있더라고요 쉬러 간 건데 기분만 너무 상했어요 직원분께서 확인하시고 깔끔한 곳으로 다시 방 바꿔드렸지만요 청소하시는 분이 왜 그러셨는지 침대만큼은 깔끔하게 정리되어 있던데 이젠 이불도 새 걸로 바꾸는지 안 바꾸는지도 의심부터 들 것 같네요 앞으론 신경 좀 쓰셔야겠어요 말 한마디로 충격적이고 소름 돋았어요 다른 분들께서도 냄새로도 클레임 많이 쓰시는 것 같은데 냄새도 같이 신경 써주셨으면 좋겠습니다  이런 글 남기는 것도 죄송 드리지만 고칠 거는 고쳐졌으면 하는 마음입니다 
